num_enhancers,r,g,AC,RC,ma,mr,noise
2,0.9,0.3,1,3,5,5,0.2725730621
2,0.3,0.1,1,5,3,5,0.2828856507
2,0.7,0.1,1,3,7,5,0.265634783
2,0.3,0.5,1,3,1,5,0.3497689549
2,0.7,0.1,1,3,1,5,0.2780118789
15,0.1,0.6,1,6,6,5,0.6432660015
2,0.9,0.5,1,9,1,5,0.3205055108
5,0.23593,0.71674,2.45,8.05,10.02,10.71,0.4027953531
2,0.1,0.9,1,5,3,5,0.3467319735
2,0.7,0.7,1,9,3,5,0.3110238285
2,0.9,0.9,1,3,3,5,0.3079174858
2,0.7,0.7,1,7,7,5,0.295314724
2,0.3,0.9,1,1,1,5,0.3531289309
2,0.3,0.9,1,3,5,5,0.3331017964
2,0.3,0.3,1,1,3,5,0.3031261684
5,0.28445,0.93107,3.11,6.11,5.62,4.28,0.5606278594
2,0.7,0.9,1,9,3,5,0.3184230505
20,0.27376,0.9048,9.02,10.83,3.29,3.32,0.5963894131
2,0.9,0.3,1,7,1,5,0.3037816522
2,0.9,0.9,1,9,7,5,0.2946334723
2,0.3,0.5,1,1,9,5,0.2963052647
5,0.6,0.6,6,1,6,5,0.2907600345
2,0.3,0.1,1,7,7,5,0.2776947947
2,0.7,0.5,1,7,1,5,0.3272346359
5,0.50414,0.47433,8.13,10.73,1.76,6.21,0.5723785965
2,0.7,0.1,1,1,9,5,0.2539117212
2,0.3,0.3,1,1,1,5,0.3326336574
15,0.1,0.1,6,6,6,5,0.6598062702
2,0.3,0.1,1,7,9,5,0.2761403492
2,0.5,0.3,1,5,9,5,0.2807383027
2,0.5,0.3,1,3,7,5,0.2798730452
15,0.1,0.1,6,1,6,5,0.2786529383
2,0.9,0.9,1,1,1,5,0.3335605887
2,0.5,0.9,1,5,1,5,0.3510941513
2,0.7,0.7,1,5,1,5,0.3380469571
2,0.5,0.1,1,3,1,5,0.2851023473
2,0.1,0.9,1,9,1,5,0.3145311492
2,0.9,0.7,1,7,1,5,0.3309015979
10,0.14849,0.23015,4.25,10.15,7.35,8.44,0.578277168
15,0.1,0.6,6,6,6,5,0.6213585345
21,0.1,1,1,100,10,1,0.5306364169
2,0.3,0.3,1,1,1,5,0.3332328388
2,0.1,0.1,1,1,9,5,0.2810379087
2,0.3,0.5,1,7,1,5,0.3500725642
20,0.23737,0.73837,10.99,7.04,7.09,1.82,0.8114521614
2,0.9,0.3,1,7,7,5,0.2783820311
2,0.3,0.9,1,5,9,5,0.3213800964
15,0.6,0.1,1,6,6,5,0.1816761504
2,0.5,0.1,1,5,5,5,0.2722383328
15,0.4,0.4,4,4,2,5,0.728266842
2,0.9,0.5,1,3,7,5,0.2790604839
10,0.1,0.1,1,6,6,5,0.3334025422
2,0.3,0.3,1,3,3,5,0.3072225458
15,0.1,0.6,1,6,6,5,0.5918741407
2,0.1,0.5,1,1,9,5,0.3361757646
2,0.9,0.7,1,7,9,5,0.2865865056
2,0.9,0.7,1,5,7,5,0.2876686532
10,0.4,0.4,4,4,4,5,0.5929479946
21,0.5,0.375,4,2.8,5.5,10,0.3796159377
2,0.3,0.5,1,3,9,5,0.3002128083
5,0.1,0.1,1,6,6,5,0.3091100852
2,0.1,0.1,1,3,9,5,0.2880002242
5,0.2,0.2,4,4,4,5,0.4977942856
2,0.5,0.3,1,5,1,5,0.3218100581
2,0.9,0.5,1,3,1,5,0.3159581964
20,0.69411,0.1624,5.4,1.63,4.09,8.29,0.07080224512
2,0.1,0.3,1,1,1,5,0.3531439489
2,0.9,0.9,1,1,1,5,0.3336934196
2,0.3,0.9,1,9,7,5,0.3276372093
2,0.5,0.5,1,9,7,5,0.2936531812
5,0.13784,0.46509,6.26,1.52,2.62,6.98,0.5380540697
2,0.1,0.1,1,1,1,5,0.3337015934
2,0.1,0.1,1,9,1,5,0.3395537242
2,0.1,0.7,1,7,9,5,0.3473494475
2,0.7,0.5,1,7,3,5,0.3006634059
10,0.2,0.4,2,2,2,5,0.6742922329
2,0.1,0.5,1,1,1,5,0.3428718427
2,0.5,0.3,1,7,7,5,0.2839268778
10,0.2,0.2,2,4,2,5,0.579642841
2,0.9,0.3,1,9,9,5,0.2789944073
2,0.1,0.7,1,1,5,5,0.3529364512
2,0.7,0.7,1,5,1,5,0.3380073086
2,0.1,0.5,1,7,1,5,0.3400993118
2,0.3,0.7,1,9,1,5,0.3535533089
5,0.4,0.4,2,4,2,5,0.4760266711
2,0.9,0.1,1,7,7,5,0.2726031991
25,0.28406,0.50278,9.3,10.43,5.16,7.26,0.9026296196
2,0.5,0.3,1,9,9,5,0.282889257
2,0.7,0.9,1,1,9,5,0.2878704642
2,0.1,0.3,1,1,3,5,0.3435092019
2,0.3,0.9,1,9,3,5,0.3458981183
2,0.9,0.3,1,9,9,5,0.2778755794
2,0.3,0.7,1,7,9,5,0.3134111463
15,0.61265,0.69465,7.68,10.03,9.76,8.84,0.6330976818
2,0.5,0.9,1,1,7,5,0.3035677911
2,0.3,0.7,1,7,7,5,0.3185627367
2,0.3,0.3,1,1,3,5,0.3006507281
2,0.5,0.5,1,5,1,5,0.3388143539
2,0.5,0.9,1,9,5,5,0.3179243786
25,0.38881,0.56503,4.26,1.78,8.09,10.5,0.2983852577
21,0.5,0.375,5,2.8,5.5,4,0.5781713087
10,0.6,0.6,6,1,1,5,0.571448428
2,0.5,0.9,1,9,9,5,0.3064123291
5,0.1,0.6,1,6,1,5,0.4165790213
2,0.3,0.7,1,7,1,5,0.3535532637
2,0.5,0.5,1,9,3,5,0.3105721671
2,0.7,0.1,1,5,9,5,0.2682464069
10,0.6,0.1,6,1,6,5,0.07030460367
2,0.7,0.1,1,5,7,5,0.2702005427
5,0.57687,0.36169,3.09,1.4,7.95,3.77,0.2565433156
2,0.1,0.1,1,5,7,5,0.2947997318
2,0.7,0.5,1,7,7,5,0.287077247
2,0.1,0.7,1,3,3,5,0.3520261923
2,0.1,0.7,1,7,7,5,0.3505709709
2,0.3,0.3,1,1,1,5,0.3328257434
15,0.2,0.2,2,2,2,5,0.5481345873
2,0.3,0.7,1,9,7,5,0.318062403
2,0.7,0.9,1,9,1,5,0.3461144472
2,0.1,0.9,1,5,3,5,0.3457074634
2,0.7,0.1,1,9,5,5,0.2762082283
2,0.9,0.3,1,5,7,5,0.2754481401
2,0.7,0.7,1,1,7,5,0.2847791373
10,0.2,0.2,2,2,4,5,0.3484686529
2,0.5,0.9,1,7,1,5,0.3519552212
2,0.3,0.9,1,3,5,5,0.3340845079
2,0.5,0.7,1,9,3,5,0.322080025
2,0.7,0.7,1,3,3,5,0.3077697274
2,0.7,0.7,1,7,3,5,0.3097461688
2,0.1,0.1,1,3,7,5,0.2900401498
2,0.7,0.3,1,3,5,5,0.2778973143
2,0.9,0.3,1,9,3,5,0.2871636767
2,0.5,0.5,1,1,1,5,0.3334430068
2,0.71921,0.67648,2.29,5,1.7,3,0.3397226846
5,0.2,0.2,2,2,2,5,0.408678148
2,0.1,0.9,1,7,9,5,0.3518127163
2,0.1,0.3,1,3,3,5,0.344789256
2,0.7,0.3,1,1,9,5,0.2635907835
21,0.5,0.375,10,2.8,5.5,10,0.5243466701
2,0.3,0.7,1,7,7,5,0.3186950281
2,0.5,0.1,1,9,3,5,0.2822810605
2,0.1,0.9,1,5,5,5,0.352847687
21,0.5,0.375,7,2.8,5.5,1,0.7985901584
2,0.9,0.1,1,5,7,5,0.2670944222
2,0.9,0.7,1,9,7,5,0.2903170513
15,0.1,0.6,1,1,6,5,0.623538708
10,0.43709,0.134,2.1,2.18,3.12,2,0.1217206814
2,0.1,0.3,1,7,3,5,0.345947983
15,0.2,0.4,4,4,4,5,0.7456032714
2,0.5,0.7,1,7,5,5,0.3089217286
15,0.4,0.2,4,4,2,5,0.6089514558
2,0.1,0.1,1,1,5,5,0.2904110294
2,0.3,0.7,1,1,3,5,0.3339947416
2,0.9,0.5,1,1,5,5,0.2765612495
20,0.50356,0.42636,4.98,9.81,2.16,10.91,0.7077336522
2,0.9,0.9,1,5,3,5,0.3089113685
2,0.1,0.7,1,3,9,5,0.3466284896
2,0.5,0.7,1,1,5,5,0.3025032654
2,0.1,0.7,1,1,7,5,0.3499996002
2,0.9,0.5,1,5,9,5,0.2799817008
2,0.9,0.9,1,9,5,5,0.2993601495
2,0.3,0.9,1,7,1,5,0.3518259022
2,0.1,0.7,1,1,7,5,0.3499582495
5,0.4,0.4,4,4,4,5,0.4955956899
2,0.9,0.3,1,9,5,5,0.2812521992
25,0.85282,0.87073,3.36,4.06,4.86,4.83,0.6100688865
2,0.5,0.1,1,9,3,5,0.2815608775
2,0.9,0.1,1,1,3,5,0.2555902192
5,0.2,0.2,4,4,4,5,0.4879761956
2,0.9,0.1,1,1,7,5,0.2534236342
5,0.6,0.6,6,6,6,5,0.4974142178
2,0.7,0.5,1,1,3,5,0.2903270424
2,0.3,0.7,1,3,9,5,0.3113607708
2,0.9,0.3,1,7,7,5,0.2778415674
2,0.1,0.5,1,3,7,5,0.3429053088
2,0.6736,0.19794,1.52,3.25,6.78,7.53,0.2780636936
2,0.1,0.7,1,5,1,5,0.3281163422
2,0.9,0.5,1,9,1,5,0.320648426
2,0.5,0.3,1,7,9,5,0.2830750174
2,0.7,0.5,1,7,9,5,0.2849927607
2,0.7,0.5,1,9,1,5,0.3282337512
2,0.7,0.1,1,5,7,5,0.269761497
2,0.3,0.7,1,7,1,5,0.3535504021
2,0.3,0.7,1,1,5,5,0.3205944203
2,0.7,0.1,1,7,1,5,0.2863003026
21,0.5,0.375,9,2.8,5.5,6,0.6001303701
2,0.7,0.7,1,3,5,5,0.2966902095
2,0.5,0.3,1,5,3,5,0.293730731
10,0.2,0.4,4,4,2,5,0.6694938437
2,0.1,0.3,1,1,1,5,0.3531095335
2,0.3,0.1,1,5,5,5,0.2797868693
2,0.7,0.9,1,3,9,5,0.2939585467
2,0.5,0.7,1,1,7,5,0.2956022213
15,0.4,0.2,4,2,2,5,0.3524541914
2,0.3,0.1,1,5,9,5,0.273788893
25,0.89229,0.29052,9.39,2.91,10.21,1.98,0.6527981157
2,0.7,0.3,1,3,1,5,0.3069955628
15,0.6,0.6,1,1,6,5,0.1695471478
20,0.76889,0.71111,2.89,1.05,3.73,2,0.1061103751
2,0.7,0.9,1,9,7,5,0.3011765131
2,0.9,0.5,1,5,1,5,0.3184324593
15,0.29682,0.37045,4.9,2.17,2.95,1,0.8352278228
2,0.7,0.9,1,1,3,5,0.3136010359
2,0.7,0.3,1,9,3,5,0.290333049
2,0.1,0.7,1,7,9,5,0.3472064934
2,0.3,0.7,1,7,1,5,0.3535480437
2,0.1,0.7,1,1,9,5,0.3456039028
2,0.7,0.9,1,7,7,5,0.3005958541
21,0.1,0.1,1,1,1,1,0.5671328794
10,0.25837,0.12676,6.61,5.71,10.83,6.12,0.52946356
2,0.5,0.1,1,3,5,5,0.2679675261
2,0.9,0.1,1,3,7,5,0.2638059732
2,0.5,0.7,1,7,9,5,0.2983212192
2,0.7,0.5,1,9,3,5,0.3015756434
5,0.2,0.2,4,2,4,5,0.3980834262
2,0.9,0.7,1,7,1,5,0.3304854357
2,0.1,0.5,1,5,7,5,0.3429017093
15,0.2,0.2,2,2,4,5,0.3746630467
2,0.5,0.7,1,1,3,5,0.3153207353
2,0.7,0.3,1,9,7,5,0.2826867508
2,0.9,0.5,1,7,3,5,0.2954907935
2,0.7,0.1,1,7,1,5,0.2856200717
10,0.4,0.4,2,2,2,5,0.5405931504
5,0.6,0.1,1,1,1,5,0.1590639237
2,0.5,0.3,1,5,3,5,0.2945999732
2,0.5,0.5,1,5,9,5,0.2884542486
2,0.1,0.3,1,1,3,5,0.3432275842
25,0.63115,0.29074,4.76,3.77,3.73,3,0.2820883009
2,0.5,0.1,1,9,7,5,0.2761421338
2,0.9,0.5,1,9,1,5,0.3202786359
2,0.1,0.5,1,5,5,5,0.3487061111
5,0.1,0.1,1,6,1,5,0.5113652394
2,0.5,0.9,1,1,5,5,0.3120119135
15,0.4,0.4,4,2,2,5,0.6343554156
10,0.4,0.4,4,4,2,5,0.6808205131
10,0.35523,0.3797,1.26,10.8,8.3,8.44,0.3595121245
2,0.7,0.5,1,5,3,5,0.2998956834
15,0.61924,0.57352,3.19,2.3,1.62,3,0.6735967844
2,0.7,0.9,1,5,3,5,0.3183706726
2,0.5,0.3,1,5,7,5,0.2828753425
20,0.272,0.21072,9.12,1.09,4.47,3.95,0.3663559406
2,0.9,0.7,1,1,9,5,0.2749727469
2,0.7,0.9,1,5,1,5,0.345003743
21,0.5,0.375,1,2.8,5.5,1,0.5350330195
15,0.1,0.6,6,6,6,5,0.5956009754
2,0.7,0.3,1,5,7,5,0.2781335484
2,0.7,0.1,1,3,3,5,0.2680270179
2,0.9,0.1,1,9,5,5,0.2756523979
25,0.4036,0.2247,6.29,9.22,7.56,10.68,0.5371374704
2,0.3,0.7,1,1,1,5,0.3532810815
15,0.6,0.1,6,6,6,5,0.3371780416
2,0.1,0.7,1,5,9,5,0.3468060691
15,0.1,0.1,1,1,6,5,0.07703749294
2,0.9,0.1,1,7,7,5,0.2735102416
2,0.1,0.9,1,7,5,5,0.3530904873
2,0.7,0.7,1,3,9,5,0.2859320091
2,0.5,0.3,1,9,5,5,0.2895267505
15,0.6,0.6,6,6,1,5,0.6194486969
2,0.5,0.9,1,3,7,5,0.3074197563
2,0.9,0.5,1,7,1,5,0.3207009487
15,0.2,0.4,4,4,2,5,0.6358835629
21,0.5,0.375,2,2.8,5.5,1,0.6522622896
10,0.791,0.58563,9.32,4.51,10.07,3.01,0.6976680899
15,0.4,0.4,4,2,4,5,0.4693020464
5,0.4,0.2,2,2,4,5,0.2674143968
20,0.32992,0.21126,5.33,1.59,9.01,3.94,0.3061218474
2,0.1,0.3,1,3,1,5,0.3528594235
2,0.5,0.9,1,7,7,5,0.3093926795
2,0.7,0.5,1,9,5,5,0.2918601522
2,0.9,0.1,1,9,1,5,0.2868171196
2,0.3,0.1,1,9,5,5,0.281579535
21,0.5,0.375,6,2.8,5.5,8,0.4673406564
2,0.1,0.9,1,1,7,5,0.3531013372
2,0.1,0.3,1,5,5,5,0.3342588503
2,0.1,0.5,1,7,7,5,0.3435561658
2,0.9,0.5,1,1,7,5,0.2699232265
21,0.1,0.1,1,1,10,10,0.1234370329
21,2,2,0.2,0.2,0.2,0.2,0.5741657155
2,0.7,0.9,1,3,9,5,0.2938855685
2,0.7,0.9,1,1,7,5,0.2911006356
2,0.1,0.9,1,7,5,5,0.3530234526
10,0.1,0.1,6,1,6,5,0.1858241758
2,0.3,0.5,1,1,3,5,0.3232423793
2,0.9,0.7,1,1,5,5,0.2837908578
2,0.7,0.7,1,5,3,5,0.3096111181
2,0.9,0.9,1,7,3,5,0.3101320148
2,0.7,0.1,1,1,3,5,0.2586651442
15,0.4,0.2,2,4,2,5,0.5375797265
2,0.9,0.3,1,1,7,5,0.2623845395
15,0.78401,0.19744,2.01,3.62,1.63,4,0.1763597018
2,0.9,0.3,1,3,3,5,0.2797837292
2,0.9,0.7,1,1,3,5,0.2935908061
2,0.1,0.1,1,5,7,5,0.2917441168
2,0.9,0.3,1,3,9,5,0.2697103889
2,0.3,0.5,1,5,1,5,0.3502281942
2,0.1,0.7,1,5,9,5,0.3468750695
21,2,10,0.2,1,0.6,1,0.4453061889
5,0.16751,0.67739,2.32,10.26,3.25,8.54,0.5569174476
2,0.5,0.9,1,7,7,5,0.3097020381
15,0.31616,0.77279,8.41,2.63,7.54,9.81,0.6371519291
2,0.7,0.5,1,3,1,5,0.3244649333
2,0.1,0.3,1,9,7,5,0.3268106595
25,0.58082,0.20553,2.8,9.7,1.67,7.23,0.6563014881
5,0.2,0.4,4,4,4,5,0.547568353
15,0.5063,0.46749,1.77,3.48,4.57,1,0.6622186427
2,0.3,0.7,1,3,9,5,0.3112915905
2,0.3,0.1,1,5,1,5,0.3027504401
2,0.5,0.7,1,1,3,5,0.3146036812
2,0.1,0.7,1,7,1,5,0.3255602331
20,0.4716,0.39673,2.59,4.54,9.49,9.13,0.2815942771
2,0.9,0.9,1,9,5,5,0.2994037267
2,0.3,0.1,1,7,5,5,0.2805464353
2,0.9,0.1,1,5,7,5,0.2683662036
2,0.9,0.5,1,1,1,5,0.3098145317
2,0.1,0.7,1,9,1,5,0.3267795729
15,0.1,0.6,1,6,1,5,0.4199351182
2,0.7,0.9,1,5,5,5,0.307237487
10,0.2,0.4,2,4,2,5,0.6063384399
2,0.3,0.9,1,9,7,5,0.3272701391
10,0.6,0.1,1,1,1,5,0.07234828693
2,0.5,0.3,1,3,3,5,0.2912519253
21,0.5,0.375,10,2.8,5.5,9,0.5482762336
2,0.7,0.9,1,7,9,5,0.2961437918
2,0.5,0.3,1,5,7,5,0.2835825286
2,0.5,0.7,1,7,3,5,0.321484229
2,0.9,0.7,1,3,5,5,0.2883503987
10,0.4,0.4,4,4,2,5,0.6501362641
15,0.4,0.4,4,2,4,5,0.4930040002
5,0.2,0.4,4,4,2,5,0.560689805
2,0.1,0.9,1,1,9,5,0.3510403129
2,0.5,0.3,1,1,9,5,0.2702410188
2,0.7,0.9,1,9,3,5,0.3186523634
10,0.4,0.2,2,4,4,5,0.3505266969
2,0.3,0.3,1,1,9,5,0.2813705972
2,0.7,0.5,1,3,3,5,0.2972121148
2,0.1,0.1,1,5,7,5,0.2923798122
2,0.7,0.3,1,5,3,5,0.2865399082
2,0.9,0.7,1,1,7,5,0.278230713
2,0.1,0.9,1,5,7,5,0.3532331533
2,0.5,0.1,1,5,9,5,0.26949122
15,0.2,0.4,4,4,2,5,0.6302891348
5,0.6,0.6,1,1,1,5,0.4487105013
2,0.9,0.3,1,7,1,5,0.3031807007
10,0.8666,0.93606,4.2,4.92,10.73,10.71,0.3944544091
15,0.2,0.4,4,4,2,5,0.5875255004
2,0.1,0.5,1,7,5,5,0.3487950059
20,0.31279,0.58153,10.93,2.06,5.85,1.32,0.7398830031
2,0.9,0.7,1,1,5,5,0.2828423651
2,0.7,0.5,1,5,3,5,0.2999337189
2,0.1,0.7,1,5,1,5,0.3281809973
2,0.3,0.1,1,9,1,5,0.306616813
2,0.7,0.7,1,3,5,5,0.2961466757
2,0.9,0.1,1,9,5,5,0.2758331439
2,0.3,0.5,1,9,1,5,0.3509310118
10,0.4,0.4,4,2,2,5,0.5846160347
15,0.4,0.2,4,4,4,5,0.4943967758
2,0.3,0.7,1,9,7,5,0.3186518106
15,0.2,0.4,2,2,2,5,0.6422491982
2,0.3,0.9,1,3,7,5,0.3262205847
2,0.7,0.1,1,1,1,5,0.2691774414
2,0.3,0.9,1,5,5,5,0.3337421435
2,0.5,0.7,1,5,5,5,0.3082572461
25,0.45583,0.46729,4.26,3.86,4.4,4,0.706124322
2,0.1,0.9,1,5,7,5,0.3533356922
2,0.3,0.5,1,7,1,5,0.350650112
2,0.9,0.3,1,9,1,5,0.3045657709
25,0.57828,0.76269,5.07,6.07,2.01,7.42,0.6953323531
2,0.1,0.5,1,9,1,5,0.3402092857
10,0.48936,0.35386,7.64,5.05,1.49,4.56,0.7305305241
2,0.7,0.9,1,1,5,5,0.298762112
5,0.1,0.6,1,6,1,5,0.4323362299
10,0.4,0.4,4,2,4,5,0.4942762975
2,0.5,0.5,1,3,3,5,0.3079684641
2,0.9,0.5,1,1,7,5,0.2706860108
2,0.5,0.7,1,9,7,5,0.3034548727
2,0.9,0.5,1,7,5,5,0.2869580535
2,0.7,0.1,1,7,9,5,0.2737288496
2,0.5,0.3,1,9,9,5,0.2839727539
2,0.3,0.1,1,3,3,5,0.2787266369
2,0.1,0.9,1,1,5,5,0.3532577566
2,0.1,0.9,1,1,7,5,0.3530530621
2,0.3,0.3,1,3,1,5,0.3368872018
20,0.83287,0.31954,2.86,8.92,2.54,9.14,0.4765783356
15,0.2,0.4,4,2,2,5,0.6875329728
2,0.3,0.3,1,3,9,5,0.2873367425
2,0.1,0.9,1,1,7,5,0.353140278
2,0.1,0.7,1,5,1,5,0.3282205238
10,0.78548,0.11706,3.63,1.85,10.02,3.82,0.1034119934
2,0.1,0.9,1,7,1,5,0.314030099
2,0.9,0.7,1,3,1,5,0.3285204376
2,0.9,0.3,1,1,9,5,0.2607747117
2,0.9,0.7,1,7,9,5,0.2853060435
2,0.3,0.7,1,5,5,5,0.325841036
2,0.3,0.9,1,5,7,5,0.3264651947
2,0.7,0.7,1,1,7,5,0.2847541949
15,0.6,0.1,6,1,6,5,0.05307897346
21,0.1,1,1,10,10,100,0.5913371194
2,0.3,0.7,1,7,3,5,0.3388137032
2,0.1,0.5,1,5,7,5,0.3433256964
2,0.5,0.1,1,9,1,5,0.2947505205
2,0.7,0.9,1,7,1,5,0.3459342422
2,0.7,0.5,1,7,5,5,0.2924692292
2,0.7,0.7,1,9,1,5,0.3394968068
21,0.5,0.375,1,2.8,5.5,5,0.2910388205
2,0.7,0.1,1,7,7,5,0.2732434882
10,0.4,0.4,2,4,4,5,0.4997382556
15,0.1,0.1,6,1,6,5,0.1309661824
21,2,6,0.2,0.2,1,0.6,0.5027427874
2,0.1,0.5,1,9,1,5,0.3409166988
2,0.9,0.7,1,5,7,5,0.287319349
5,0.4,0.4,4,2,4,5,0.4174690126
2,0.9,0.5,1,5,5,5,0.2858625448
2,0.3,0.1,1,9,5,5,0.2818713516
2,0.3,0.5,1,9,5,5,0.3157437342
2,0.3,0.3,1,1,3,5,0.3019142384
2,0.5,0.9,1,1,5,5,0.3109969422
2,0.9,0.9,1,9,3,5,0.3116234065
2,0.3,0.7,1,1,5,5,0.3216200741
2,0.1,0.1,1,3,3,5,0.3065935028
2,0.3,0.5,1,1,3,5,0.322259793
2,0.3,0.3,1,1,5,5,0.2898927396
2,0.5,0.7,1,9,9,5,0.2979935112
5,0.6,0.6,1,6,1,5,0.5067824057
2,0.1,0.7,1,5,5,5,0.3530911501
2,0.1,0.1,1,5,5,5,0.2979703011
2,0.1,0.9,1,3,5,5,0.3529970963
25,0.23405,0.55656,10.74,4.08,4.81,5.39,0.7748168792
2,0.5,0.3,1,3,5,5,0.283486933
2,0.5,0.5,1,3,3,5,0.3074489837
15,0.2706,0.32787,10.99,5.59,8.52,9.89,0.632923136
2,0.3,0.7,1,5,7,5,0.3183003175
2,0.3,0.7,1,5,5,5,0.3256218559
15,0.6,0.6,6,1,6,5,0.1403503317
2,0.9,0.5,1,5,7,5,0.2820128094
5,0.2,0.2,2,4,2,5,0.48359519
2,0.7,0.7,1,7,3,5,0.3107178996
2,0.7,0.7,1,3,3,5,0.3082261013
2,0.5,0.1,1,3,3,5,0.2705141623
2,0.7,0.5,1,1,9,5,0.2740969194
2,0.5,0.5,1,7,5,5,0.2994101196
10,0.4,0.4,4,2,4,5,0.4557463926
2,0.7,0.1,1,3,9,5,0.2640659817
20,0.49021,0.54326,2.14,4.7,4.56,3,0.6027749847
2,0.3,0.9,1,9,3,5,0.3460862113
2,0.1,0.3,1,1,7,5,0.3232676344
2,0.7,0.9,1,9,7,5,0.3014757913
2,0.3,0.1,1,5,7,5,0.2761546597
2,0.7,0.9,1,7,3,5,0.3176511938
2,0.7,0.3,1,1,1,5,0.3008237646
2,0.5,0.9,1,5,1,5,0.351574618
2,0.7,0.9,1,5,9,5,0.2951052412
10,0.2,0.2,4,4,2,5,0.681816253
2,0.5,0.5,1,1,7,5,0.284869274
2,0.9,0.1,1,5,3,5,0.2718599472
2,0.7,0.9,1,9,9,5,0.297449557
2,0.9,0.1,1,1,7,5,0.2535856512
2,0.7,0.7,1,7,5,5,0.3002360192
2,0.3,0.5,1,7,3,5,0.3278708645
2,0.3,0.5,1,5,3,5,0.3274157146
2,0.3,0.1,1,5,5,5,0.2773852343
2,0.3,0.7,1,1,7,5,0.3125227844
2,0.1,0.1,1,3,1,5,0.3372865269
2,0.1,0.9,1,1,5,5,0.3532969095
2,0.7,0.9,1,1,7,5,0.2921750587
2,0.7,0.5,1,3,9,5,0.2813112071
2,0.7,0.3,1,5,5,5,0.2807197919
2,0.7,0.7,1,1,9,5,0.2796967999
2,0.1,0.5,1,3,1,5,0.3418778414
15,0.2,0.4,4,2,4,5,0.6510935143
2,0.1,0.5,1,5,5,5,0.349141632
2,0.7,0.1,1,1,5,5,0.2551806684
2,0.9,0.5,1,5,9,5,0.2784532233
5,0.4,0.2,2,2,4,5,0.2746276917
5,0.38841,0.63237,2.18,9.26,6.21,8.08,0.407499946
2,0.7,0.9,1,1,3,5,0.3125924031
2,0.9,0.9,1,9,9,5,0.2906570013
2,0.5,0.7,1,3,9,5,0.2963453368
25,0.52119,0.1729,9.58,1.75,4.07,8.23,0.2680191155
2,0.3,0.5,1,3,7,5,0.3051330235
2,0.7,0.5,1,7,9,5,0.2844063001
2,0.7,0.5,1,5,1,5,0.3277800407
2,0.3,0.5,1,9,5,5,0.3157949894
10,0.1,0.6,6,6,1,5,0.3974229981
2,0.5,0.9,1,1,7,5,0.3043789249
2,0.9,0.1,1,3,7,5,0.2626136382
2,0.3,0.3,1,7,5,5,0.2996592891
10,0.4,0.2,2,4,4,5,0.4061137381
10,0.6,0.1,1,6,6,5,0.2423223363
2,0.7,0.5,1,3,7,5,0.2824541462
2,0.3,0.7,1,1,5,5,0.3218192957
2,0.9,0.1,1,3,3,5,0.2653014139
2,0.7,0.3,1,9,1,5,0.3113079935
2,0.9,0.7,1,1,1,5,0.3248691516
2,0.9,0.3,1,3,7,5,0.2696828397
2,0.3,0.7,1,3,7,5,0.3166444194
2,0.1,0.1,1,9,5,5,0.3002874945
15,0.2,0.4,4,2,2,5,0.6314104645
2,0.9,0.7,1,5,5,5,0.2922980197
2,0.7,0.5,1,5,3,5,0.2998080425
2,0.9,0.5,1,9,1,5,0.3210121424
5,0.4,0.2,4,4,4,5,0.4300043413
10,0.32045,0.93036,5.4,5.52,9.34,3.95,0.7271135728
2,0.5,0.9,1,7,3,5,0.3304587256
2,0.5,0.9,1,1,1,5,0.3477812253
5,0.6,0.1,6,6,1,5,0.3701260044
15,0.1,0.1,1,6,1,5,0.6021485883
10,0.4,0.2,4,4,4,5,0.4874378727
2,0.7,0.9,1,9,7,5,0.3007161692
2,0.1,0.5,1,9,5,5,0.3495312961
2,0.1,0.5,1,1,5,5,0.3475682558
2,0.3,0.5,1,9,9,5,0.3032728678
2,0.5,0.5,1,1,9,5,0.2820874268
2,0.5,0.7,1,3,3,5,0.3186151963
2,0.3,0.5,1,9,1,5,0.3509317218
2,0.9,0.5,1,1,5,5,0.2743631077
15,0.6,0.1,1,1,6,5,0.04925554071
5,0.6,0.6,6,1,1,5,0.4550767595
2,0.5,0.7,1,3,3,5,0.3191624253
2,0.3,0.5,1,1,3,5,0.3228791956
2,0.7,0.5,1,3,5,5,0.2880924145
21,2,2,0.2,1,0.2,0.6,0.5909974732
2,0.3,0.1,1,1,9,5,0.2613895957
25,0.80184,0.98539,7.73,4.88,4.5,5.65,0.74538627
10,0.6,0.1,1,1,1,5,0.1165578595
5,0.4,0.4,4,2,2,5,0.4661865265
2,0.7,0.9,1,5,5,5,0.305715635
2,0.7,0.5,1,5,5,5,0.2901034959
5,0.6069,0.68253,1.22,2.93,4.63,4,0.3485692852
2,0.9,0.1,1,3,5,5,0.2636939435
2,0.5,0.5,1,3,3,5,0.3060003469
2,0.9,0.7,1,7,1,5,0.3312341625
5,0.31528,0.80132,10.16,6.24,3.08,6.96,0.5804061103
21,0.1,0.1,1,1,100,1,0.1577178086
2,0.1,0.3,1,1,9,5,0.318013109
5,0.4,0.2,4,2,2,5,0.3545329057
2,0.1,0.3,1,3,9,5,0.3190790417
5,0.6,0.1,1,6,6,5,0.261973119
2,0.3,0.5,1,1,1,5,0.3484073889
5,0.2,0.4,4,2,2,5,0.5443604662
2,0.9,0.3,1,7,1,5,0.3048665265
2,0.7,0.1,1,7,1,5,0.2868607696
